Genome	Accession	Locus Tag	RefSeq Locus Tag	Annotation	Feature Type	Start	End	Length	Strand	Protein ID	AA Length	Gene Symbol	Product	Pseudo Gene	Bound Moiety	AntiCodon	
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3146		RefSeq	CDS	3512077	3512631	555	+		184	nuoB	NADH dehydrogenase subunit B				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3147		RefSeq	CDS	3512628	3513338	711	+		236	nuoC	NADH dehydrogenase subunit C				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3148		RefSeq	CDS	3513338	3514660	1323	+		440	nuoD	NADH dehydrogenase subunit D				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3149		RefSeq	CDS	3514657	3515415	759	+		252	nuoE	NADH dehydrogenase subunit E				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3150		RefSeq	misc_feature	3516462	3516497	36	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3150		RefSeq	CDS	3515412	3516749	1338	+		445	nuoF	NADH dehydrogenase I chain F				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3151		RefSeq	misc_feature	3517088	3517126	39	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3151		RefSeq	CDS	3516746	3519166	2421	+		806	nuoG	NADH dehydrogenase subunit G				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3152		RefSeq	CDS	3519282	3520514	1233	+		410	nuoH	NADH dehydrogenase subunit H				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3152		RefSeq	misc_feature	3519933	3519974	42	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3153		RefSeq	misc_feature	3520882	3520917	36	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3153		RefSeq	misc_feature	3520747	3520782	36	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3153		RefSeq	CDS	3520507	3521142	636	+		211	nuoI	NADH dehydrogenase subunit I				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3154		RefSeq	CDS	3521139	3521927	789	+		262	nuoJ	NADH dehydrogenase subunit J				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3155		RefSeq	CDS	3521924	3522223	300	+		99	nuoK	NADH dehydrogenase subunit K				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3156		RefSeq	CDS	3522234	3524135	1902	+		633	nuoL	NADH dehydrogenase subunit L				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3157		RefSeq	CDS	3524132	3525793	1662	+		553	nuoM	NADH dehydrogenase subunit M				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3158		RefSeq	CDS	3525790	3527385	1596	+		531	nuoN	NADH dehydrogenase subunit N				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3168		RefSeq	CDS	3536102	3537238	1137	+		378		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3169		RefSeq	CDS	3537238	3538362	1125	+		374		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3170		RefSeq	CDS	3538505	3539851	1347	+		448	aofH	flavin-containing monoamine oxidase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3174		RefSeq	CDS	3542138	3542845	708	+		235		short chain dehydrogenase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3175		RefSeq	misc_feature	3543226	3543249	24	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3175		RefSeq	CDS	3542860	3544347	1488	+		495		amidase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3177		RefSeq	CDS	3545447	3546307	861	+		286		peroxidase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3178		RefSeq	CDS	3546438	3546797	360	+		119		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3179		RefSeq	CDS	3547618	3548907	1290	+		429		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3179		RefSeq	misc_feature	3547714	3547737	24	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3182		RefSeq	CDS	3550374	3550718	345	+		114		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3183		RefSeq	CDS	3550715	3551044	330	+		109		transcriptional regulatory protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3184		RefSeq	CDS	3551281	3551607	327	+		108		transposase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3185		RefSeq	CDS	3551604	3552542	939	+		312		transposase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3186		RefSeq	CDS	3552764	3553090	327	+		108		transposase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3187		RefSeq	CDS	3553087	3554025	939	+		312		transposase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3188		RefSeq	CDS	3554298	3554645	348	+		115		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3189		RefSeq	CDS	3554642	3555262	621	+		206		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3192		RefSeq	CDS	3559563	3560024	462	+		153		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3195		RefSeq	CDS	3564364	3565782	1419	+		472		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3196		RefSeq	CDS	3565788	3566687	900	+		299		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3197		RefSeq	misc_feature	3567129	3567152	24	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3197		RefSeq	CDS	3567024	3568367	1344	+		447		ABC transporter ATP-binding protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rvnt32		RefSeq	tRNA	2969753	2969825	73	+				tRNA-Gly				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3203		RefSeq	misc_feature	3580767	3580796	30	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3203		RefSeq	CDS	3580638	3581312	675	+		224	lipV	lipase LipV				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3204		RefSeq	CDS	3581315	3581620	306	+		101		DNA-methyltransferase (modification methylase)				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3208		RefSeq	CDS	3585004	3585690	687	+		228		TetR family transcriptional regulator				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3209		RefSeq	CDS	3586274	3586834	561	+		186		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3211		RefSeq	misc_feature	3588326	3588352	27	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3211		RefSeq	CDS	3587798	3589381	1584	+		527	rhlE	ATP-dependent RNA helicase RhlE				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3211		RefSeq	misc_feature	3587957	3587980	24	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3212		RefSeq	CDS	3589394	3590617	1224	+		407		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3214		RefSeq	CDS	3591646	3592257	612	+		203	gpm2	acid phosphatase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3215		RefSeq	CDS	3592254	3593372	1119	+		372	entC	isochorismate synthase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3216		RefSeq	CDS	3593520	3593852	333	+		110		acetyltransferase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3218		RefSeq	CDS	3594468	3595433	966	+		321		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3219		RefSeq	CDS	3595713	3595967	255	+		84	whiB1	transcriptional regulatory protein WHIB-like WHIB1				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3224		RefSeq	CDS	3599851	3600699	849	+		282		short chain dehydrogenase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3224		RefSeq	misc_feature	3600544	3600567	24	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3227		RefSeq	misc_feature	3604388	3604444	57	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3227		RefSeq	CDS	3603377	3604729	1353	+		450	aroA	3-phosphoshikimate 1-carboxyvinyltransferase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3228		RefSeq	CDS	3604726	3605718	993	+		330		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3228		RefSeq	misc_feature	3605335	3605358	24	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3235		RefSeq	CDS	3611300	3611941	642	+		213		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3254		RefSeq	CDS	3633675	3635063	1389	+		462		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3259		RefSeq	CDS	3639425	3639844	420	+		139		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3261		RefSeq	CDS	3640543	3641538	996	+		331	fbiA	LPPG:FO 2-phospho-L-lactate transferase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3262		RefSeq	CDS	3641535	3642881	1347	+		448	fbiB	F420-0--gamma-glutamyl ligase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3263		RefSeq	CDS	3643177	3644838	1662	+		553		DNA methylase (modification methylase) (methyltransferase)				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3263		RefSeq	misc_feature	3643546	3643566	21	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3267		RefSeq	CDS	3647885	3649381	1497	+		498		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3267		RefSeq	misc_feature	3648251	3648274	24	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3268		RefSeq	CDS	3649420	3650109	690	+		229		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3269		RefSeq	CDS	3650234	3650515	282	+		93		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3270		RefSeq	CDS	3650526	3652682	2157	+		718	ctpC	metal cation-transporting P-type ATPase C CtpC				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3270		RefSeq	misc_feature	3651747	3651767	21	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3272		RefSeq	CDS	3653448	3654632	1185	+		394		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3273		RefSeq	misc_feature	3656386	3656409	24	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3273		RefSeq	CDS	3654637	3656931	2295	+		764		transmembrane carbonic anhydrase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3277		RefSeq	CDS	3659878	3660696	819	+		272		transmembrane protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3277		RefSeq	misc_feature	3660313	3660390	78	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3280		RefSeq	CDS	3662062	3663708	1647	+		548	accD5	propionyl-CoA carboxylase beta chain				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3281		RefSeq	CDS	3663689	3664222	534	+		177		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3282		RefSeq	CDS	3664219	3664887	669	+		222	maf	Maf-like protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3283		RefSeq	misc_feature	3665735	3665758	24	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3283		RefSeq	CDS	3664928	3665821	894	+		297	sseA	thiosulfate sulfurtransferase SseA				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3284		RefSeq	CDS	3665818	3666249	432	+		143		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3285		RefSeq	misc_feature	3668022	3668075	54	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3285		RefSeq	CDS	3666357	3668159	1803	+		600	accA3	bifunctional acetyl-/propionyl-coenzyme A carboxylase subunit alpha				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3285		RefSeq	misc_feature	3667242	3667265	24	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3292		RefSeq	CDS	3672328	3673575	1248	+		415		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3293		RefSeq	misc_feature	3674352	3674375	24	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3293		RefSeq	CDS	3673602	3675086	1485	+		494	pcd	piperideine-6-carboxilic acid dehydrogenase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3295		RefSeq	CDS	3676066	3676731	666	+		221		TetR family transcriptional regulator				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3296		RefSeq	CDS	3676775	3681316	4542	+		1513	lhr	ATP-dependent helicase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3296		RefSeq	misc_feature	3676916	3676939	24	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3297		RefSeq	CDS	3681320	3682087	768	+		255	nei	endonuclease VIII				
Mycobacterium tuberculosis H37Rv	NC_000962	Rvnt33		RefSeq	tRNA	2969855	2969925	71	+				tRNA-Cys				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3304		RefSeq	CDS	3691141	3691620	480	+		159		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3307		RefSeq	CDS	3694054	3694860	807	+		268	deoD	purine nucleoside phosphorylase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3308		RefSeq	CDS	3694864	3696468	1605	+		534	pmmB	phosphomannomutase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3308		RefSeq	misc_feature	3695254	3695298	45	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3310		RefSeq	CDS	3697198	3698097	900	+		299		acid phosphatase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3311		RefSeq	CDS	3698121	3699383	1263	+		420		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3316		RefSeq	CDS	3704102	3704440	339	+		112	sdhC	succinate dehydrogenase cytochrome B-556 subunit				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3317		RefSeq	CDS	3704437	3704871	435	+		144	sdhD	succinate dehydrogenase hydrophobic membrane anchor subunit SdhD				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3318		RefSeq	CDS	3705000	3706772	1773	+		590	sdhA	succinate dehydrogenase flavoprotein subunit				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3318		RefSeq	misc_feature	3705120	3705149	30	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3319		RefSeq	CDS	3706772	3707563	792	+		263	sdhB	succinate dehydrogenase iron-sulfur subunit				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3319		RefSeq	misc_feature	3707297	3707332	36	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3325		RefSeq	CDS	3710433	3710759	327	+		108		transposase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3326		RefSeq	CDS	3710756	3711694	939	+		312		transposase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3327		RefSeq	CDS	3711749	3713461	1713	+		570		transposase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3329		RefSeq	CDS	3714392	3715708	1317	+		438		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3330		RefSeq	CDS	3715777	3716994	1218	+		405	dacB1	penicillin-binding protein DacB1				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3331		RefSeq	CDS	3717090	3718598	1509	+		502	sugI	sugar-transport integral membrane protein SugI				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3331		RefSeq	misc_feature	3718110	3718160	51	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3331		RefSeq	misc_feature	3717537	3717614	78	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3332		RefSeq	CDS	3718595	3719746	1152	+		383	nagA	N-acetylglucosamine-6-phosphate deacetylase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3334		RefSeq	CDS	3721257	3721697	441	+		146		MerR family transcriptional regulator				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3337		RefSeq	CDS	3723656	3724042	387	+		128		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3338		RefSeq	CDS	3723904	3724548	645	+		214		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3340		RefSeq	CDS	3726127	3727476	1350	+		449	metC	O-acetylhomoserine aminocarboxypropyltransferase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3340		RefSeq	misc_feature	3726760	3726804	45	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3341		RefSeq	CDS	3727488	3728627	1140	+		379	metX	homoserine O-acetyltransferase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3342		RefSeq	CDS	3728624	3729355	732	+		243		methyltransferase (methylase)				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3348		RefSeq	CDS	3753765	3754256	492	+		163		transposase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3354		RefSeq	CDS	3769111	3769500	390	+		129		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3357		RefSeq	CDS	3770773	3771048	276	+		91		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3358		RefSeq	CDS	3771045	3771302	258	+		85		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3359		RefSeq	CDS	3771344	3772534	1191	+		396		oxidoreductase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3360		RefSeq	CDS	3772651	3773019	369	+		122		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3366		RefSeq	CDS	3777737	3778201	465	+		154	spoU	tRNA/rRNA methylase SpoU				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3367		RefSeq	CDS	3778568	3780334	1767	+		588	PE_PGRS51	PE-PGRS family protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3369		RefSeq	CDS	3780978	3781412	435	+		144		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3371		RefSeq	CDS	3784932	3786272	1341	+		446		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3372		RefSeq	CDS	3786314	3787489	1176	+		391	otsB2	trehalose 6-phosphate phosphatase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3373		RefSeq	CDS	3787726	3788367	642	+		213	echA18	enoyl-CoA hydratase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3374		RefSeq	CDS	3788368	3788616	249	+		82	echA18.1	enoyl-CoA hydratase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3375		RefSeq	CDS	3788621	3790048	1428	+		475	amiD	amidase AmiD				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3376		RefSeq	CDS	3790156	3790809	654	+		217		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3386		RefSeq	CDS	3800092	3800796	705	+		234		transposase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3387		RefSeq	CDS	3800786	3801463	678	+		225		transposase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3388		RefSeq	CDS	3801653	3803848	2196	+		731	PE_PGRS52	PE-PGRS family protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3390		RefSeq	misc_feature	3804910	3804942	33	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3390		RefSeq	CDS	3804865	3805575	711	+		236	lpqD	lipoprotein LpqD				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3391		RefSeq	CDS	3805621	3807573	1953	+		650	acrA1	short chain dehydrogenase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3393		RefSeq	CDS	3808461	3809387	927	+		308	iunH	nucleoside hydrolase IunH				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3399		RefSeq	CDS	3816129	3817175	1047	+		348		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rvnt34		RefSeq	tRNA	2969942	2970013	72	+				tRNA-Val				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3400		RefSeq	CDS	3817239	3818027	789	+		262		hydrolase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3401		RefSeq	CDS	3818042	3820402	2361	+		786		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3406		RefSeq	CDS	3825330	3826217	888	+		295		dioxygenase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3407		RefSeq	CDS	3826252	3826551	300	+		99		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3408		RefSeq	CDS	3826548	3826958	411	+		136		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3412		RefSeq	CDS	3831726	3832136	411	+		136		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3416		RefSeq	CDS	3834892	3835200	309	+		102	whiB3	transcriptional regulatory protein WHIB-like WHIB3				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3425		RefSeq	CDS	3842239	3842769	531	+		176	PPE57	PPE family protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3426		RefSeq	CDS	3843036	3843734	699	+		232	PPE58	PPE family protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3429		RefSeq	CDS	3847165	3847701	537	+		178	PPE59	PPE family protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3437		RefSeq	CDS	3856911	3857387	477	+		158		transmembrane protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3438		RefSeq	CDS	3857397	3858239	843	+		280		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3448		RefSeq	CDS	3868352	3869755	1404	+		467		integral membrane protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3448		RefSeq	misc_feature	3868352	3868438	87	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3449		RefSeq	misc_feature	3870730	3870762	33	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3449		RefSeq	CDS	3869752	3871119	1368	+		455	mycP4	membrane-anchored mycosin				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3449		RefSeq	misc_feature	3870136	3870168	33	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3449		RefSeq	misc_feature	3870031	3870063	33	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3451		RefSeq	misc_feature	3872980	3872997	18	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3451		RefSeq	CDS	3872617	3873405	789	+		262	cut3	cutinase precursor CUT3				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3452		RefSeq	misc_feature	3873824	3873841	18	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3452		RefSeq	CDS	3873452	3874132	681	+		226	cut4	cutinase precursor CUT4				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3453		RefSeq	CDS	3874404	3874736	333	+		110		transmembrane protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3454		RefSeq	CDS	3874822	3876090	1269	+		422		integral membrane protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3454		RefSeq	misc_feature	3874846	3874878	33	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3463		RefSeq	CDS	3880907	3881764	858	+		285		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3464		RefSeq	CDS	3881837	3882832	996	+		331	rmlB	dTDP-glucose 4,6-dehydratase RMLB				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3465		RefSeq	CDS	3882834	3883442	609	+		202	rmlC	dTDP-4-dehydrorhamnose 3,5-epimerase RmlC				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3466		RefSeq	CDS	3883525	3884193	669	+		222		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3467		RefSeq	CDS	3883964	3884917	954	+		317		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3472		RefSeq	CDS	3889362	3889868	507	+		168		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3474		RefSeq	CDS	3890830	3891156	327	+		108		transposase IS6110				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3475		RefSeq	CDS	3891051	3892091	1041	+		346		transposase IS6110				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3477		RefSeq	CDS	3894093	3894389	297	+		98	PE31	PE family protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3478		RefSeq	CDS	3894426	3895607	1182	+		393	PPE60	PE family protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3479		RefSeq	CDS	3895820	3898885	3066	+		1021		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3484		RefSeq	CDS	3903078	3904616	1539	+		512	cpsA	hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3486		RefSeq	CDS	3905772	3906221	450	+		149		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3488		RefSeq	CDS	3907667	3907990	324	+		107		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3489		RefSeq	CDS	3908072	3908236	165	+		54		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3490		RefSeq	CDS	3908236	3909738	1503	+		500	otsA	alpha,alpha-trehalose-phosphate synthase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3491		RefSeq	CDS	3909890	3910468	579	+		192		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rvnt35		RefSeq	tRNA	3348547	3348619	73	-				tRNA-Glu				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3504		RefSeq	CDS	3922471	3923673	1203	+		400	fadE26	acyl-CoA dehydrogenase FADE26				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3505		RefSeq	CDS	3923698	3924819	1122	+		373	fadE27	acyl-CoA dehydrogenase FADE27				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3506		RefSeq	misc_feature	3925349	3925384	36	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3506		RefSeq	CDS	3924890	3926398	1509	+		502	fadD17	acyl-CoA synthetase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3507		RefSeq	misc_feature	3929965	3930039	75	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3507		RefSeq	misc_feature	3927967	3928041	75	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3507		RefSeq	CDS	3926569	3930714	4146	+		1381	PE_PGRS53	PE-PGRS family protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3508		RefSeq	misc_feature	3932295	3932366	72	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3508		RefSeq	misc_feature	3932814	3932885	72	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3508		RefSeq	misc_feature	3936573	3936647	75	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3508		RefSeq	CDS	3931005	3936710	5706	+		1901	PE_PGRS54	PE-PGRS family protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3508		RefSeq	misc_feature	3935400	3935474	75	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3508		RefSeq	misc_feature	3936015	3936089	75	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3511		RefSeq	CDS	3939617	3941761	2145	+		714	PE_PGRS55	PE-PGRS family protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3511		RefSeq	misc_feature	3940430	3940504	75	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3512		RefSeq	CDS	3941724	3944963	3240	+		1079	PE_PGRS56	PE-PGRS family protein				
